ID,Rating,Votes,Date,Title,Author,Publisher
03650828,7.5,000240,2010年8月,云攻略,马克·贝尼奥夫 / 卡莱尔·阿德勒,海天出版社
03264684,7.6,000175,2008-11,新数字秩序的革命,戴维·温伯格,中信出版社
06753827,7.1,000111,2011-8,你不是个玩意儿,杰伦·拉尼尔,中信出版社
10597464,8.1,000035,2012-7-24,The Data Journalism Handbook,Jonathan Gray / Liliana Bounegru / Lucy Chambers,O&#39;Reilly Media,Inc,USA
03062632,8.6,003369,2016-5-16,日常生活中的自我呈现,[美] 欧文·戈夫曼,北京大学出版社
02995283,7.3,001278,2008-2,脏话文化史,[澳] 露丝·韦津利,文汇出版社
03334723,7.7,000769,2008-12,谣言,[法] 让－诺埃尔·卡普费雷,上海人民出版社
02226379,8.8,000017,1996-6-1,How Nature Works,Per Bak,Copernicus
10518118,8.6,000147,2012-3,远逝的天堂,(美) 康拉德.科塔克,北京大学出版社
06797555,7.3,000293,2011-8,网络至死,[德] 弗兰克·施尔玛赫,龙门书局
01005325,8.3,004942,2011-6,童年的消逝,[美] 尼尔・波兹曼,广西师范大学出版社
06393104,7.5,000062,2011-6-1,高科技无产阶级的形成,[英]乌苏拉·胡斯,北京大学出版社
02981589,8.7,002292,2008-1,美妙的新世界,(英国)阿道斯·伦纳德·赫胥黎,译林出版社
04126261,8.4,000924,2009,身份与暴力,[印度] 阿马蒂亚·森,中国人民大学出版社
10432353,8.3,000060,2011-12,民主是可能的吗?,【美】罗纳德·德沃金,北京大学出版社
05911531,8.6,000507,2011-1,独自打保龄,[美] 罗伯特·帕特南 著 / 燕继荣 审校,北京大学出版社
06511603,7.4,000297,2011-5,十亿美金的教训,林军 唐宏梅,浙江大学出版社
06558345,7.2,000238,2011-8,信任代理,[美]克里斯·布罗根,万卷出版公司
06798611,8.7,047478,2011-10-24,史蒂夫·乔布斯传,[美] 沃尔特·艾萨克森,中信出版社
06851648,7.3,000525,2011-11-1,迷恋,[美]莎莉·霍格斯黑德,中华工商联合出版社有限责任公司
01767331,0.0,000010,1997-04,Media Control,Noam Chomsky,Seven Stories Press
04846545,7.7,000134,2010-4,互联网政治学,[英] 安德鲁·查德威克,华夏出版社
03253854,7.7,003604,2008-10,书店的灯光,[美] 刘易斯·布兹比,上海三联书店
01424341,8.3,000142,2002-12,公共知识分子,[美] 理查德·A. 波斯纳,中国政法大学出版社
04218542,8.1,000451,2010-1,论剽窃,[美] 理查德·波斯纳,北京大学出版社
01084711,7.5,000315,2003-03,谣言心理学,奥尔波特,辽宁教育出版社
05977258,7.8,000160,2011-1,新媒体事件研究,邱林川 / 陈韬文,中国人民大学出版社
06440917,5.5,000131,2011-6-1,企业微博管理手册,杜子建 / 侯锷,印刷工业出版社
05326566,0.0,000005,2011-6-7,Always On,Brian X. Chen,Da Capo Press
01315269,8.3,000341,2005-05,心灵、自我与社会,[美] 乔治·H. 米德,上海译文出版社
01438789,9.3,000137,1977-4-28,The Interpretation of Cultures,Clifford Geertz,Basic Books
06100919,9.2,001303,2011-6,治史三书,严耕望,上海人民出版社
01310228,9.2,004100,1998-5-1,乡土中国 生育制度,费孝通,北京大学出版社
04203438,7.7,000142,2010-1,数字化崇拜,[加] 文森特·莫斯可,北京大学出版社
06049302,6.2,000100,2011-4,微博营销一本通,指间柔沙,人民邮电出版社
05431184,7.4,000134,2011-01-01,谁偷了MySpace,[美] 茱莉亚·盎格文,中信出版社
06038744,8.1,000050,2011-3-1,拯救报纸,范东升,广东南方日报出版社有限公司
02307108,7.5,000045,2007-9,正在消失的报纸,菲利普·迈耶,新华出版社
01127776,8.7,000815,2003-7,交流的无奈,彼得斯,华夏出版社
05923912,7.6,000085,2011-1,维基大战前传I,[澳] 赛利特·德累福斯 / 朱利安·阿桑奇,世界图书出版公司
05360703,7.2,000015,2010-11,维基政府,贝丝·西蒙·诺维克,新华出版社
06536639,8.0,000104,2011-6,网众传播,何威,清华大学出版社
03897014,0.0,000008,2009-10-4,Delete,Viktor Mayer-Schönberger,Princeton University Press
05379664,7.6,002510,2010-12,浅薄,[美] 尼古拉斯·卡尔,中信出版社
05939015,7.3,000048,2011-1,互联网的未来,[美]乔纳森·齐特林,东方出版社
01496049,0.0,000003,1900-01-01,技术文化的时代.从信息社会到虚拟生活,(英国)凯文·罗宾斯等著、何朝阳等译,安徽科学技术出版社
01878776,7.1,000073,2006-9,坏事变好事,史蒂文,中信出版社
03869711,8.1,001545,2009-7,消费者行为学 （第8版·中国版）,[美] 迈克尔·R. 所罗门,中国人民大学出版社
04191517,7.0,000153,2009,云计算,张为民 / 唐剑峰 / 罗治国 / 钱岭,科学出版社
05388602,8.0,000127,2010-12,物联网导论,刘云浩,科学出版社
05904053,5.8,003010,2011-2,微博：改变一切,李开复,上海财经大学出版社
05919266,7.3,000025,2011-1,网络推手运作揭秘,吴玫,浙江大学出版社
05375620,8.7,015214,2010-12,失控,[美] 凯文·凯利,新星出版社
02149971,8.6,000541,2007-04-01,链接,[美] 巴拉巴西,湖南科技出版社
04100376,7.2,000085,2009-11,互联网：碎片化生存,段永朝,中信出版社
04756682,0.0,000001,2010-12-01,Digital Barbarism,Mark Helprin,Harper Paperbacks
02344158,8.4,000036,2008-01-07,The Big Switch,Nicholas Carr,W. W. Norton
01789444,8.4,000856,2006-6,第三次浪潮,托夫勒,中信出版社
03338726,7.7,000363,2008-10-1,信息乌托邦,桑斯坦,法律出版社
03191237,8.0,000943,2008-9,众声喧哗,胡泳,广西师范大学出版社
01109545,8.1,000520,2003-5,帝国与传播,伊尼斯,中国人民大学出版社
02084844,6.6,000024,2007-6-5,The Cult of the Amateur,Andrew Keen,Crown Business
04275054,6.9,000797,2010-3,网民的狂欢,[美] 安德鲁·基恩,南海出版公司
03735295,7.5,002659,2009-5,未来是湿的,[美] 克莱·舍基,中国人民大学出版社
02315287,8.6,000789,2007-10,技术垄断,Neil Postman,北京大学出版社
03585841,7.0,000072,2009-6-26,The Power of the Internet in China,Guobin Yang,Columbia University Press
04753665,7.2,000160,2010-5-1,极端的人群,（美） 桑斯坦,新华出版社
02907006,8.1,000012,2003-09-18,Romance on a Global Stage,Nicole Constable,University of California Press
04469979,0.0,000001,2009-3-2,Digital Diasporas,Jennifer M. Brinkerhoff,Cambridge University Press
01073940,7.3,000073,2000-01,媒介形态变化,(美)罗杰.菲德勒,华夏出版社
03054947,6.9,000039,2008-4,电话的社会影响,伊锡尔·德·索拉·普尔 编,中国人民大学出版社
01833759,7.8,000020,2006-5,当Google向欧洲挑战的时候-为奋起辩护,让-诺埃尔·让纳内,北京图书馆出版社
02974577,7.5,000130,2008-1,数字时代，盗版无罪？,[美]约翰·冈茨(John Gantz) / [美]杰克·罗切斯特(Jack B.Rochester),法律出版社
03396111,8.0,000677,2009-1,网络营销实战密码,昝辉Zac,电子工业出版社
01185223,6.8,000093,2004-08,手机,保罗·莱文森,中国人民大学出版社
04929844,8.3,013250,2010-9,怪诞行为学,[美]艾瑞里,中信出版社
04820899,6.6,001260,2010-6,Facebook,(美) 麦兹里奇 / Ben Mezrich,中信出版社
03932520,7.5,003659,2009-9,免费,[美] 克里斯·安德森,中信出版社
01961937,7.9,000117,2006-12-1,麦克卢汉如是说,麦克卢汉,中国人民大学出版社
01474667,7.9,000671,2006-1,搜,（美）约翰·巴特利,中信出版社
03795569,8.1,000029,2009-7,后现代经济,姜奇平,中信出版社
01313505,7.5,000143,2001年,数字麦克卢汉,(美)保罗﹒莱文森(Paul Levinson),社会科学文献出版社
06391212,8.8,001449,2011-7,理解媒介,[加拿大] 马歇尔·麦克卢汉 / 注释点评：特伦斯•戈登（Terrence Gordon）,译林出版社
04255391,6.3,000451,2010-1,微博力,[美] 谢尔·以色列,中国人民大学出版社
01062193,8.5,034951,2011-6,娱乐至死,[美] 尼尔·波兹曼,广西师范大学出版社
